asset_title,content_category,count,total_duration_seconds
KIDS FILLER - TESTIMONIAL - LANDON S STORY FIL0303 UPDATED 2023,Filler,2,7138.0
DW THE DAY #15047H 7YN,Program,2,3240.0
KIDS FILLER - PHOEBE AND JAY SEASON -BOOGIE B,Filler,2,7138.0
KIDS FILLER - PIPS TIPS - BEING A GOOD LISTEN FIL1501 #162,Filler,2,7136.0
MONKEY MONKEY MUSIC FILLER - GRAB THEM AND GO FIL723 SEASON 5,Filler,1,900.0
MONKEY MONKEY MUSIC FILLER - NUTSHELLS - TWO SEASON 3,Filler,1,1812.0
MONDAY EVENING AT 8,Text,1,600.0
MONKEY MONKEY MUSIC FILLER - BELLY -PLAY PHYS RT500440 SEASON 4,Filler,1,849.0
MONKEY MONKEY MUSIC FILLER - BUTTERFLY - CHIL SEASON 3,Filler,1,1801.0
MONKEY MONKEY MUSIC FILLER - CARS SEASON 3,Filler,1,1209.0
MONKEY MONKEY MUSIC FILLER - DIAMOND FIL740 SEASON 5,Filler,1,1813.0
NOVA #4613$ 7YN THE PLANETS: MARS [TVG] pt05,Program,1,1064.0666666666666
MONKEY MONKEY MUSIC FILLER - SEARCHING FOR SO FIL730 SEASON 5,Filler,1,60.1
MONKEY MONKEY MUSIC FILLER - NUTSHELLS - COUN SEASON 3,Filler,1,88.56666666666666
NOVA #4613$ 7YN THE PLANETS: MARS [TVG] pt02,Program,1,612.0333333333333
MONKEY MONKEY MUSIC FILLER - MACARONI SEASON 3,Filler,1,61.03333333333333
NOVA #4613$ 7YN THE PLANETS: MARS [TVG] pt04,Program,1,608.9333333333333
"ODD SQUAD #131H 7YD NO IFS, ANDS, OR ROBOTS/WORST FIRST [TVY]",Program,1,1725.9666666666667
MONKEY MONKEY MUSIC FILLER - HOLD HANDS MARCH FIL720 SEASON 5,Filler,1,1800.0
MONKEY MONKEY MUSIC FILLER - HELLO - SPIN HAP SEASON 3,Filler,1,922.0
MONKEY MONKEY MUSIC FILLER - WALK -THROUGH SE RT500451 SEASON 4,Filler,1,3569.0
NOVA #4613 7YN THE PLANETS: MARS [TVG],Program,1,3244.1666666666665
NOVA #4613$ 7YN THE PLANETS: MARS [TVG] pt01,Program,1,1073.1
NOVA #4613$ 7YN THE PLANETS: MARS [TVG] pt03,Program,1,1053.8
PBS NEWS HOUR #15175H 7YN,Program,1,586.0
PBS NEWS HOUR #15177H 7YN,Program,1,586.0
NATURE #4410$ 7YD PARENTHOOD: THE GREATEST ADVE [TVPG] pt04,Program,1,452.9
MORE DECONSTRUCTING THE BEATLES #202 7YN [TVPG] pt03,Program,1,2724.0
MORGENSTERN BOOKS - MARCH,Other,1,840.0
PBS NEWS HOUR #15176 7YN,Program,1,2400.0
PBS NEWS HOUR #15176H 7YN,Program,1,586.0
PBS NEWS HOUR #15175 7YN,Program,1,2400.0
MORE DECONSTRUCTING THE BEATLES #202 7YN [TVPG] pt01,Program,1,1118.3666666666666
NOVA #4613$ 7YN THE PLANETS: MARS [TVG] pt06,Program,1,608.9
MORGENSTERN BOOKS - SUNDAY,Other,1,840.0
NATURE #4410$ 7YD PARENTHOOD: THE GREATEST ADVE [TVPG] pt01,Program,1,1104.0333333333333
NATURE #4410$ 7YD PARENTHOOD: THE GREATEST ADVE [TVPG] pt02,Program,1,568.9
PATI S MEXICAN TABLE #1107H 7YN CANTINA CULTURE AND THE MORNING AFT [TVG],Program,1,1605.8333333333333
NATURE #4410$ 7YD PARENTHOOD: THE GREATEST ADVE [TVPG] pt03,Program,1,1281.1333333333334
PAINTING AND TRAVEL WITH ROGER & S #1008H 7YN BLUE WATER BRIDGE [TVG],Program,1,1630.1
NEW LEAF LANDSCAPE CONSULTING_2017,Other,1,840.0
MORE DECONSTRUCTING THE BEATLES #201 7YN [TVPG] pt03,Program,1,2728.0
NATURE #4410$ 7YD PARENTHOOD: THE GREATEST ADVE [TVPG] pt05,Program,1,863.8333333333334
MORE DECONSTRUCTING THE BEATLES #201 7YN [TVPG] pt02,Program,1,486.73333333333335
NATURE #4410$ 7YD PARENTHOOD: THE GREATEST ADVE [TVPG] pt06,Program,1,512.1333333333333
MORE DECONSTRUCTING THE BEATLES #201 7YN [TVPG] pt01,Program,1,1153.3333333333333
ODD SQUAD #231H 7YD OTHER OLYMPIA/TOTAL ZEROS [TVY],Program,1,1726.1333333333334
ODD SQUAD #230H 7YD DEPOSIT SLIP UP/VILLAINS ALWAYS WIN [TVY],Program,1,1726.1333333333334
NATURE #4410$ 7YD PARENTHOOD: THE GREATEST ADVE [TVPG] pt07,Program,1,119.2
"ODD SQUAD #229H 7YD WHERE THERE S A WOLF, THERE S A WAY [TVY]",Program,1,1726.1333333333334
PBS NEWS HOUR #15177 7YN,Program,1,2400.0
ODD SQUAD #132H 7YD UNDERCOVER OLIVE [TVY],Program,1,1726.0
MORE DECONSTRUCTING THE BEATLES #202 7YN [TVPG] pt02,Program,1,504.56666666666666
NOVA #4613$ 7YN THE PLANETS: MARS [TVG] pt07,Program,1,124.26666666666668
60S AND 70S SOUL CELEBRATION (MY MU #000$ 7YN [TVG] pt01,Program,1,1281.6
PBS NEWS HOUR #15179 7YN,Program,1,2400.0
PBS NEWS HOUR #15179H 7YN,Program,1,586.0
TOMMY EMMANUEL CGP: LIVE AT THE SYDNEY OPERA 2603TESO2 PRETAPED BREAK 2,Filler,1,629.9666666666667
TOMMY EMMANUEL CGP: LIVE AT THE SYDNEY OPERA 2603TESO1 PRETAPED BREAK 1,Filler,1,629.9666666666667
TOMMY EMMANUEL CGP: LIVE AT THE SYDN #000 7YN [TVG] pt04,Program,1,361.9
TOMMY EMMANUEL CGP: LIVE AT THE SYDN #000 7YN [TVG] pt03,Program,1,774.7333333333333
TOMMY EMMANUEL CGP: LIVE AT THE SYDN #000 7YN [TVG] pt02,Program,1,1066.7666666666669
TOMMY EMMANUEL CGP: LIVE AT THE SYDN #000 7YN [TVG] pt01,Program,1,1148.5666666666666
TODAY AT 3,Text,1,600.0
THIS OLD HOUSE #4716H 7YN NEEDHAM | TRIM AND PROPER [TVG],Program,1,1606.1
THIS OLD HOUSE #4713H 7YN NEEDHAM | POURING IT ON [TVG],Program,1,1491.1333333333334
"THIS AMERICAN LAND #1107H 7YN FARMERS CHALLENGE CLIMATE CHANGE, T [TVG]",Program,1,1609.1
TESTIMONIAL - MARTHA NICE - VEHICLE DONATION,Filler,1,3565.0
TESTIMONIAL - MARIETTA SIMPSON (LOCAL) FIL1195 LOCAL STORYTELLING/BIOGRAPHIES,Filler,1,3568.0
SUNDAY AFTERNOON AT 2:30,Text,1,600.0
SIT AND BE FIT #1015H 7YN [TVG],Program,1,1593.0
SIT AND BE FIT #1014H 7YN [TVG],Program,1,1606.0
SESAME STREET #5602H 7YD COOKIE MONSTER S BIG PUZZLE [TVY],Program,1,1726.0
SESAME STREET #5427 7YD THE TASTY TRANSPORT [TVY],Program,1,1726.0
SESAME STREET #5413 7YD A HOME FOR FIDO [TVY],Program,1,1726.0
SATURDAY MORNING AT 10:30,Text,1,600.0
SATURDAY EVENING AT 9:30,Text,1,569.0
SATURDAY EVENING AT 6,Text,1,600.0
SATURDAY AFTERNOON AT 4:30,Text,1,600.0
RON PLECHER - REALTY PROFESSIONS,Other,1,840.0
RICK STEVES EXPERIENCING EUROPE #000$ 7YN [TVG] pt07,Program,1,1163.0
RICK STEVES EXPERIENCING EUROPE #000$ 7YN [TVG] pt06,Program,1,701.4333333333333
RICK STEVES EXPERIENCING EUROPE #000$ 7YN [TVG] pt05,Program,1,854.1
RICK STEVES EXPERIENCING EUROPE #000$ 7YN [TVG] pt04,Program,1,615.0333333333333
TOMMY EMMANUEL CGP: LIVE AT THE SYDNEY OPERA 2603TESO3 PRETAPED BREAK 3,Filler,1,659.9666666666667
TONIGHT AT 11,Text,1,600.0
TONIGHT AT 7:30,Text,1,600.0
WILD KRATTS #703H 7YN OWL ODYSSEY [TVY],Program,1,1726.1333333333334
XAVIER RIDDLE AND THE SECRET MUSEUM #133H 7YD I AM RUKMINI DEVI ARUNDALE/I AM BOB [TVY],Program,1,1726.1333333333334
XAVIER RIDDLE AND THE SECRET MUSEUM #132H 7YD I AM EDMUND HILLARY/I AM CELIA CRUZ [TVY],Program,1,1726.0666666666666
XAVIER RIDDLE AND THE SECRET MUSEUM #122H 7YD I AM KATE WARNE/I AM SIR ARTHUR CON [TVY],Program,1,1726.1333333333334
XAVIER RIDDLE AND THE SECRET MUSEUM #118H 7YD I AM NIKOLA TESLA/I AM NELLIE BLY [TVY],Program,1,1726.0666666666666
XAVIER RIDDLE AND THE SECRET MUSEUM #105H 7YD I AM LEONARDO DA VINCI/I AM AMELIA [TVY],Program,1,1726.0666666666666
WTIU 30.1 EAS TEST,Other,1,1632.0
WORK IT OUT WOMBATS! #202 7YD WITHOUT SNOUT/REMOTE OUT OF CONTROL [TVY],Program,1,1726.0
WORK IT OUT WOMBATS! #201 7YD THE BIG LOUD STORM/WISH MONSTER [TVY],Program,1,1726.0
WORK IT OUT WOMBATS! #121 7YD A SLEEP STORY FOR ELLIE/SUPER S SUP [TVY],Program,1,1726.0
WORK IT OUT WOMBATS! #120 7YD JUNJUN S WAKE-UP CALL/STACK EM UP [TVY],Program,1,1726.0
WORK IT OUT WOMBATS! #119 7YD MOO MOO CHOO CHOO / LAKE BELLYFLOP [TVY],Program,1,1726.0
WOODSMITH SHOP #1805H 7YN BIRDS & BEES [TVG],Program,1,1605.9333333333334
WILD KRATTS #703 7YN OWL ODYSSEY [TVY],Program,1,1726.0
TRAVELS WITH DARLEY #1207H 7YN NEW JERSEY REVOLUTIONARY ROAD TRIP [TVG],Program,1,1608.9333333333334
WILD KRATTS #701H 7YN OUTFOXED [TVY],Program,1,1726.1333333333334
WILD KRATTS #320H 7YN LEMUR STINK FIGHT [TVY],Program,1,1726.1333333333334
WILD KRATTS #318H 7YN AYE AYE [TVY],Program,1,1726.0
WILD KRATTS #318 7YN AYE AYE [TVY],Program,1,1726.0
WILD KRATTS #317H 7YN MINI MADAGASCAR [TVY],Program,1,1726.1333333333334
WEEKLY EAS TEST,Other,1,2232.0
"WEATHER HUNTERS #121H 7YD THROUGH RAIN, SUN, SNOW OR HAIL [TVY]",Program,1,1726.0666666666666
"WEATHER HUNTERS #121 7YD THROUGH RAIN, SUN, SNOW OR HAIL [TVY]",Program,1,1726.0
WEATHER HUNTERS #116H 7YD CORKY S WEIRD DESERT MYSTERY [TVY],Program,1,1726.0
WEATHER HUNTERS #114H 7YD A DARK AND STORMY NIGHT [TVY],Program,1,1726.0
WEATHER HUNTERS #105H 7YD THE LEAF PAINTER [TVY],Program,1,1726.0
WASHINGTON WEEK WITH THE ATLANTIC #6536 7YN [TVRE],Program,1,1450.0
RICK STEVES EXPERIENCING EUROPE #000$ 7YN [TVG] pt03,Program,1,865.7666666666667
RICK STEVES EXPERIENCING EUROPE #000$ 7YN [TVG] pt02,Program,1,509.6333333333333
RICK STEVES EXPERIENCING EUROPE #000$ 7YN [TVG] pt01,Program,1,1649.2333333333331
PROMO - BLACK AND JEWISH AMERICA - NEXT BJAM0101_30 LET MY PEOPLE GO,Promo,1,1800.0
PROMO - COUNTRY CLASSICS - NEXT,Promo,1,1800.0
PROMO - COOKING WITH LEGENDS: MING - NEXT,Promo,1,1769.0
PROMO - CONCERT FOR GEORGE - TON 2300,Promo,1,1800.0
MOLLY OF DENALI #201H 7YD MOUSE IN THE TREEHOUSE/LEADER OF TH [TVY],Program,1,1726.1333333333334
PROMO - CHICAGO & FRIENDS: LIVE W/TIX - NEXT,Promo,1,1800.0
PROMO - CHICAGO & FRIENDS: LIVE AT - THU 2100,Promo,1,1200.0
PROMO - BRIT FLOYD: THE MOON W/TIX - TON 2130,Promo,1,1769.0
PROMO - BRIT FLOYD: THE MOON W/TIX - SAT 2130,Promo,1,1769.0
PROMO - BLACK AND JEWISH IN AMERICA - NEXT,Promo,1,172.1
PROMO - BLACK AND JEWISH AMERICA - TUE 2000 BJAM0101_30 LET MY PEOPLE GO,Promo,1,1800.0
PROMO - BLACK AND JEWISH AMERICA - TON 2130 BJAM0102_30 STRANGE FRUIT,Promo,1,1800.0
PROMO - BLACK AND JEWISH AMERICA - NEXT BJAM0102_30 STRANGE FRUIT,Promo,1,1800.0
PROMO - BARBRA STREISAND: TIMELESS - NEXT,Promo,1,1800.0
PROMO - EPIC TRAIN JOURNEYS FROM ABOVE - MON ETJA_20 CANADA S WILDERNESS RAILROAD,Promo,1,1200.0
PROMO - AMERICA S HOME COOKING-FOURTH - NEXT,Promo,1,1800.0
PROMO - ALL CREATURES GREAT AND SMALL: - TON,Promo,1,1200.0
PROMO - ALL CREATURES GREAT AND SMALL: - NEX,Promo,1,1800.0
PROMO - AGING BACKWARDS 4: THE MIR - NEXT,Promo,1,1800.0
"PROMO - 60S POP, ROCK & SOUL - NEXT",Promo,1,1800.0
PLEDGE BREAK - WASHINGTON WEEK - HAS PH GX/PR 2603WWA WWA MARCH 2026 (SUSTAINER CHALLENGE),Filler,1,240.0
PHOEBE & JAY #107 7YD LOST AND FOUND/COMIC TRAGEDY [TVY],Program,1,1726.0
PHOEBE & JAY #105H 7YD FIRE DRILL/FRUIT JUICE FRENZY [TVY],Program,1,1726.0
PHOEBE & JAY #105 7YD FIRE DRILL/FRUIT JUICE FRENZY [TVY],Program,1,1726.0
PHOEBE & JAY #102 7YD BIRD SITTING/JAY S FIT [TVY],Program,1,1726.0
PHOEBE & JAY #101 7YD PAINT ON THE MAIL/THE LAST BOX [TVY],Program,1,1726.0
PBS TESTIMONIAL - KEN BURNS - INCLUDES LOWER FIL1297 STORIES THAT MAKE A DIFFERENCE,Filler,1,60.0
PROMO - EPIC TRAIN JOURNE - SERIES SELL - NEX,Promo,1,1200.0
PROMO - FINDING YOUR ROOTS 1200 SERIES - NEXT,Promo,1,900.0
RICK STEVES EUROPE TRAVEL BITES 5 - VENICE FIL1404 THE DOGE S PALACE,Filler,1,240.6
PROMO - NATURE - WED 2000 NAAT4410_20 PARENTHOOD: THE GREATEST A,Promo,1,1200.0
RICK STEVES EUROPE TRAVEL BITES 5 - ROME FIL1403 SUMPTUOUS ART OF THE BORGHESE GALLERY,Filler,1,228.13333333333333
RICK STEVES EUROPE TRAVEL BITES 5 - FLORENCE FIL1400 ENJOYING AN ANTIPASTI FEAST,Filler,1,214.96666666666667
QUILTING ARTS #3210H 7YN MASTERING NEW MATERIALS [TVG],Program,1,1679.9
PROMO -IND. NEWSDESK - POLITICAL - NEXT PRM7327 2023,Promo,1,1800.0
PROMO - TOMMY EMMANUEL CGP: W/TIX - TON 2000,Promo,1,1800.0
PROMO - TOMMY EMMANUEL CGP: W/TIX - NEXT,Promo,1,1800.0
PROMO - RICK STEVES EXPERIENCING E - SAT 1030,Promo,1,1800.0
PROMO - RICK STEVES EXPERIENCING E - NEXT,Promo,1,1800.0
PROMO - RICK STEVES ART OF EUROPE: MICH - MON,Promo,1,1800.0
PROMO - NOVA - WED 2130 NOVA4613_20 THE PLANETS: MARS,Promo,1,1200.0
PROMO - NOVA - TON 2130 NOVA4613_30 THE PLANETS: MARS,Promo,1,1800.0
PROMO - NOVA - TON 2130 NOVA4613_20 THE PLANETS: MARS,Promo,1,1200.0
PROMO - NATURE - TON 2000 NAAT4410_30 PARENTHOOD: THE GREATEST A,Promo,1,1800.0
PROMO - FORSYTES: AN INSIDE LOOK - NEXT,Promo,1,1800.0
PROMO - NATURE - TON 2000 NAAT4410_20 PARENTHOOD: THE GREATEST A,Promo,1,1200.0
PROMO - NATURE - NEXT NAAT4410_30 PARENTHOOD: THE GREATEST A,Promo,1,1800.0
PROMO - MORE DECONSTRUCTING THE B - SAT 1630,Promo,1,1800.0
PROMO - MAKING OF THE AMERICAN REVOLUTI - SUN,Promo,1,1800.0
PROMO - MAKING OF THE AMERICAN REV - NEXT,Promo,1,1800.0
PROMO - JOHNNY CASH: WE WALK W/TIX - TOD 1500,Promo,1,1800.0
PROMO - INDIANA LAWMAKERS - SERIES 4500 - SAT,Promo,1,60.0
PROMO - INDIANA LAWMAKERS - SERIES 4500 - NEX,Promo,1,3568.0
PROMO - HOTEL PORTOFINO - NEXT HLPO0101_30 FIRST IMPRESSIONS,Promo,1,1800.0
PROMO - GROWING A GREENER WORLD -1200 S - NEX,Promo,1,1800.0
PROMO - GARDEN SMART - GENERIC - NEXT GDSM_30 CAN USE THIS GENERIC FOR EVERY SERIES,Promo,1,1800.0
PROMO - FORSYTES: AN INSIDE LOOK - TON 1930,Promo,1,1800.0
MOLLY OF DENALI #306H 7YD PUPPY SITTING/BIG DREAMS AND BLUE S [TVY],Program,1,1726.1333333333334
JOHNNY CASH: WE WALK THE LINE 2603JOCW2 PRETAPED BREAK 2,Filler,1,519.9666666666667
MOLLY OF DENALI #113H 7YD FIDDLE OF NOWHERE/A SPLASH OF MINK [TVY],Program,1,1726.1333333333334
BLACK AND JEWISH AMERICA: AN INTERW #102$ 7YN STRANGE FRUIT [TV14] pt04,Program,1,679.1
BLACK AND JEWISH AMERICA: AN INTERW #101$ 7YN LET MY PEOPLE GO [TV14] pt06,Program,1,654.4
BLACK AND JEWISH AMERICA: AN INTERW #101$ 7YN LET MY PEOPLE GO [TV14] pt07,Program,1,191.1
BLACK AND JEWISH AMERICA: AN INTERW #101H 7YN LET MY PEOPLE GO [TV14],Program,1,3406.133333333333
BLACK AND JEWISH AMERICA: AN INTERW #102$ 7YN STRANGE FRUIT [TV14] pt01,Program,1,1224.4333333333334
BLACK AND JEWISH AMERICA: AN INTERW #102$ 7YN STRANGE FRUIT [TV14] pt02,Program,1,642.9
BLACK AND JEWISH AMERICA: AN INTERW #102$ 7YN STRANGE FRUIT [TV14] pt03,Program,1,824.7666666666667
BLACK AND JEWISH AMERICA: AN INTERW #102$ 7YN STRANGE FRUIT [TV14] pt05,Program,1,1135.5
CARL THE COLLECTOR #138 7YS A FUZZYTOWN HALLOWEEN [TVY],Program,1,1726.0
BLACK AND JEWISH AMERICA: AN INTERW #102$ 7YN STRANGE FRUIT [TV14] pt06,Program,1,618.3
BLACK AND JEWISH AMERICA: AN INTERW #102$ 7YN STRANGE FRUIT [TV14] pt07,Program,1,191.13333333333333
"BRIT FLOYD: THE MOON, THE WALL AND B #000 6YN",Program,1,5391.766666666666
CARL THE COLLECTOR #119 7YS THE GRATITUDE COLLECTION/THE PET RO [TVY],Program,1,1726.0
CARL THE COLLECTOR #120 7YS THE POTATO COLLECTION/NICO AND THE [TVY],Program,1,1726.0
CARL THE COLLECTOR #121 7YS THE GREEN PIECE/THE FUZZYWORLD BOOK [TVY],Program,1,1726.0
BLACK AND JEWISH AMERICA: AN INTERW #101$ 7YN LET MY PEOPLE GO [TV14] pt05,Program,1,1008.8333333333334
BLACK AND JEWISH AMERICA: AN INTERW #101$ 7YN LET MY PEOPLE GO [TV14] pt04,Program,1,621.7333333333333
BLACK AND JEWISH AMERICA: AN INTERW #101$ 7YN LET MY PEOPLE GO [TV14] pt03,Program,1,944.7666666666668
BLACK AND JEWISH AMERICA: AN INTERW #101$ 7YN LET MY PEOPLE GO [TV14] pt02,Program,1,565.9666666666667
BLACK AND JEWISH AMERICA: AN INTERW #101$ 7YN LET MY PEOPLE GO [TV14] pt01,Program,1,1230.3333333333333
BIG PACIFIC #104 7YN PASSIONATE [TVPG],Program,1,3268.0
BIG PACIFIC #103 7YN VORACIOUS [TVPG],Program,1,3299.0
BIG PACIFIC #102 7YN VIOLENT [TVPG],Program,1,3297.0
BIG PACIFIC #101 7YN MYSTERIOUS [TVPG],Program,1,3299.0
BEST OF THE JOY OF PAINTING #4129H 7YN EBB TIDE [TVG],Program,1,1657.4333333333334
"BEST OF SEWING WITH NANCY #221H 7YN SOLVING THE PATTERN FITTING PUZZLE, [TVG]",Program,1,1606.0
BECOMING FREDERICK DOUGLASS #000 7YN [TV14],Program,1,3404.0
BBC NEWS THE CONTEXT (PBS UPLINK) #855H 7YN,Program,1,1652.0
BBC NEWS THE CONTEXT (PBS UPLINK) #854H 7YN,Program,1,1652.0
BBC NEWS THE CONTEXT (PBS UPLINK) #853H 7YN,Program,1,1652.0
BBC NEWS THE CONTEXT (PBS UPLINK) #852H 7YN,Program,1,1652.0
BBC NEWS (PBS UPLINK) #7312H 7YN [TVRE],Program,1,1652.0
CARL THE COLLECTOR #121H 7YS THE GREEN PIECE/THE FUZZYWORLD BOOK [TVY],Program,1,1726.0
CELEBRITY ANTIQUES ROAD TRIP #402 7YN DAME DIANA RIGG AND NEIL DUDGEON [TVPG],Program,1,3540.0666666666666
DANIEL TIGER S NEIGHBORHOOD #202 7YD THE BABY IS HERE [TVY],Program,1,1726.0
COUNTRY CLASSICS #000$ 7YN [TVPG] pt01,Program,1,1092.2333333333331
COOKING WITH LEGENDS: MING TSAI & R #000$ 7YN [TVG] pt02,Program,1,597.4666666666667
COOKING WITH LEGENDS: MING TSAI & R #000$ 7YN [TVG] pt03,Program,1,1141.3333333333333
COOKING WITH LEGENDS: MING TSAI & R #000$ 7YN [TVG] pt04,Program,1,580.9333333333333
COOKING WITH LEGENDS: MING TSAI & R #000$ 7YN [TVG] pt05,Program,1,771.2333333333333
COOKING WITH LEGENDS: MING TSAI & R #000$ 7YN [TVG] pt06,Program,1,621.0666666666667
COOKING WITH LEGENDS: MING TSAI & R #000$ 7YN [TVG] pt07,Program,1,2959.0
COUNTRY CLASSICS #000$ 7YN [TVPG] pt02,Program,1,473.06666666666666
CELEBRITY ANTIQUES ROAD TRIP #701 7YN STEPHEN TOMPKINSON & HAYLEY MILLS [TV14],Program,1,3570.0
COUNTRY CLASSICS #000$ 7YN [TVPG] pt03,Program,1,1319.5
COUNTRY CLASSICS #000$ 7YN [TVPG] pt04,Program,1,608.0
COUNTRY CLASSICS #000$ 7YN [TVPG] pt05,Program,1,1154.6333333333334
COUNTRY CLASSICS #000$ 7YN [TVPG] pt06,Program,1,625.0
COUNTRY CLASSICS #000$ 7YN [TVPG] pt07,Program,1,61.7
CRAFT IN AMERICA #1102 7YN IDENTITY [TVPG],Program,1,3406.0
COOKING WITH LEGENDS: MING TSAI & R #000$ 7YN [TVG] pt01,Program,1,1470.4333333333334
CONCERT FOR GEORGE #000$ 7YN [TVG] pt09,Program,1,72.4
CONCERT FOR GEORGE #000$ 7YN [TVG] pt08,Program,1,673.5
CONCERT FOR GEORGE #000$ 7YN [TVG] pt07,Program,1,974.5333333333332
CONCERT FOR GEORGE #000$ 7YN [TVG] pt06,Program,1,603.2
CONCERT FOR GEORGE #000$ 7YN [TVG] pt05,Program,1,1110.9333333333334
CONCERT FOR GEORGE #000$ 7YN [TVG] pt04,Program,1,641.2
