asset_title,content_category,count,total_duration_seconds
CONCERT FOR GEORGE #000$ 7YN [TVG] pt03,Program,1,1159.2666666666669
CONCERT FOR GEORGE #000$ 7YN [TVG] pt02,Program,1,563.1666666666666
CONCERT FOR GEORGE #000$ 7YN [TVG] pt01,Program,1,1312.2666666666669
COMPASS POINTS FROM PBS NEWS #108 7YN [TVRE],Program,1,1606.0
CLASSICAL STRETCH: BY ESSENTRICS #1123H 7YD SHOULDER PAIN WORKOUT [TVG],Program,1,1606.0666666666666
CLASSICAL STRETCH: BY ESSENTRICS #1122H 7YD SPINE STRENGTHENING WORKOUT [TVG],Program,1,1606.1666666666667
CLASSICAL STRETCH: BY ESSENTRICS #1121H 7YD ARM TONING WORKOUT [TVG],Program,1,1606.1333333333334
CLASSICAL STRETCH: BY ESSENTRICS #1120H 7YD QUAD LENGTHENING & STRENGTHENING [TVG],Program,1,1606.2
CLASSICAL STRETCH: BY ESSENTRICS #1119H 7YD FEET AND CALF WORKOUT [TVG],Program,1,1606.1
"CHRISTINA COOKS: BACK TO THE CUTTIN #507H 7YN SUSTAINABILITY, ITALIAN STYLE [TVG]",Program,1,1605.0666666666666
BBC NEWS (PBS UPLINK) #7310 7YN [TVRE],Program,1,1652.0
BBC NEWS (PBS UPLINK) #7308 7YN [TVRE],Program,1,1652.0
BBC NEWS (PBS UPLINK) #7306 7YN [TVRE],Program,1,1652.0
ALTERNATIVE CARE SOLUTIONS - AGING,Other,1,840.0
ALL CREATURES GREAT AND SMALL: CHEE #000$ 7YN [TVPG] pt07,Program,1,2657.0
ALMA S WAY #101H 7YD NO-GO MOFONGO/ALMA VS. EDDIE [TVY],Program,1,1726.0666666666666
ALMA S WAY #107H 7YD ALMA S SHOWSTOPPER/ULTIMATE HELPER [TVY],Program,1,1726.0666666666666
ALMA S WAY #108H 7YD COQUI QUEST/CHALK THE BLOCK [TVY],Program,1,1726.1333333333334
ALMA S WAY #207H 7YD JUSTICE SONIA AND JUDGE ALMA/JUSTIC [TVY],Program,1,1726.1333333333334
ALMA S WAY #213H 7YD ALMA WINGS IT/THE GRANDPARENT TRAP [TVY],Program,1,1726.1333333333334
AMANPOUR AND COMPANY #8108H 7YN [TVRE],Program,1,3406.0
BBC NEWS (PBS UPLINK) #7304H 7YN [TVRE],Program,1,1652.0
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt01,Program,1,763.7666666666667
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt02,Program,1,475.03333333333336
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt03,Program,1,561.0333333333333
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt04,Program,1,503.4333333333333
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt05,Program,1,740.2
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt06,Program,1,481.6666666666667
ALL CREATURES GREAT AND SMALL: CHEE #000$ 7YN [TVPG] pt06,Program,1,671.1
ALL CREATURES GREAT AND SMALL: CHEE #000$ 7YN [TVPG] pt05,Program,1,1037.9
ALL CREATURES GREAT AND SMALL: CHEE #000$ 7YN [TVPG] pt04,Program,1,644.2333333333333
ALL CREATURES GREAT AND SMALL: CHEE #000$ 7YN [TVPG] pt03,Program,1,1091.6333333333334
ALL CREATURES GREAT AND SMALL: CHEE #000$ 7YN [TVPG] pt02,Program,1,580.3333333333334
ALL CREATURES GREAT AND SMALL: CHEE #000$ 7YN [TVPG] pt01,Program,1,1262.3666666666666
AGING BACKWARDS 4: THE MIRACLE OF F #000$ 7YN [TVG] pt05,Program,1,2365.0
AGING BACKWARDS 4: THE MIRACLE OF F #000$ 7YN [TVG] pt04,Program,1,559.9
AGING BACKWARDS 4: THE MIRACLE OF F #000$ 7YN [TVG] pt03,Program,1,989.3666666666668
AGING BACKWARDS 4: THE MIRACLE OF F #000$ 7YN [TVG] pt02,Program,1,455.26666666666665
AGING BACKWARDS 4: THE MIRACLE OF F #000$ 7YN [TVG] pt01,Program,1,1409.6666666666667
60S AND 70S SOUL CELEBRATION (MY MU #000$ 7YN [TVG] pt08,Program,1,1257.7
60S AND 70S SOUL CELEBRATION (MY MU #000$ 7YN [TVG] pt07,Program,1,1864.6333333333332
60S AND 70S SOUL CELEBRATION (MY MU #000$ 7YN [TVG] pt06,Program,1,1081.6
60S AND 70S SOUL CELEBRATION (MY MU #000$ 7YN [TVG] pt05,Program,1,1701.6333333333334
60S AND 70S SOUL CELEBRATION (MY MU #000$ 7YN [TVG] pt04,Program,1,1078.1666666666667
60S AND 70S SOUL CELEBRATION (MY MU #000$ 7YN [TVG] pt03,Program,1,1499.0
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt07,Program,1,641.4
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt08,Program,1,483.4666666666666
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt09,Program,1,717.2
AUD - SATURDAY EVENING AT 9:30,Audio,1,329.0
BARBRA STREISAND: TIMELESS - LIVE I #000$ 7YN [TVPG] pt09,Program,1,320.4
BARBRA STREISAND: TIMELESS - LIVE I #000$ 7YN [TVPG] pt08,Program,1,591.5
BARBRA STREISAND: TIMELESS - LIVE I #000$ 7YN [TVPG] pt07,Program,1,1161.4333333333334
BARBRA STREISAND: TIMELESS - LIVE I #000$ 7YN [TVPG] pt06,Program,1,561.9666666666667
BARBRA STREISAND: TIMELESS - LIVE I #000$ 7YN [TVPG] pt05,Program,1,857.4333333333333
BARBRA STREISAND: TIMELESS - LIVE I #000$ 7YN [TVPG] pt04,Program,1,565.9666666666667
BARBRA STREISAND: TIMELESS - LIVE I #000$ 7YN [TVPG] pt03,Program,1,1365.1666666666667
BARBRA STREISAND: TIMELESS - LIVE I #000$ 7YN [TVPG] pt02,Program,1,510.0
BARBRA STREISAND: TIMELESS - LIVE I #000$ 7YN [TVPG] pt01,Program,1,1183.2666666666669
AUD - TONIGHT AT 7:30,Audio,1,360.0
AUD - TONIGHT AT 11,Audio,1,360.0
AUD - TODAY AT 3,Audio,1,360.0
AUD - SUNDAY AFTERNOON AT 2:30,Audio,1,360.0
AUD - SATURDAY MORNING AT 10:30,Audio,1,360.0
AUD - SATURDAY EVENING AT 6,Audio,1,360.0
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt10,Program,1,469.3
AUD - SATURDAY AFTERNOON AT 4:30,Audio,1,360.0
AUD - MONDAY EVENING AT 8,Audio,1,360.0
"ASK THIS OLD HOUSE #2413H 7YN SPLIT WATER HEATER, ATTIC LADDER [TVG]",Program,1,1521.1333333333334
ARTHUR #403H 7YD BUSTER S BREATHLESS/THE FRIGHT STUF [TVY],Program,1,1726.1333333333334
ARTHUR #403 7YD BUSTER S BREATHLESS/THE FRIGHT STUF [TVY],Program,1,1726.0
ARTHUR #2104H 7YD MUFFY MISSES OUT/ARTHUR TAKES A STA [TVY],Program,1,1726.1333333333334
ARTHUR #2101H 7YD BINKY S A GAME/BRAIN AND THE TIME C [TVY],Program,1,1726.1333333333334
"ARTHUR #1110H 7YD BIG BROTHER BINKY, PARTS I & II [TVY]",Program,1,1726.1333333333334
AMERICAN WOODSHOP #3110H 7YN LIVE-EDGE DISPLAY SHELVES [TVG],Program,1,1610.9333333333334
AMERICA THE BOUNTIFUL #108H 7YN CORN IN ARIZONA [TVG],Program,1,1605.9333333333334
AMERICA S TEST KITCHEN #2602H 7YN FLAVOR-PACKED PASTAS [TVG],Program,1,1733.8333333333333
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt13,Program,1,1994.0
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt12,Program,1,485.6333333333333
AMERICA S HOME COOKING: FLAVORS OF #000$ 7YN [TVG] pt11,Program,1,784.1333333333333
CRAFT IN AMERICA #1201 7YN STORYTELLERS [TVPG],Program,1,3406.0
DANIEL TIGER S NEIGHBORHOOD #204 7YD PLAYTIME IS DIFFERENT/THE PLAYGROUN [TVY],Program,1,1726.0
MOLLY OF DENALI #111H 7YD SAP SEASON/BOOK OF MAMMOTHS [TVY],Program,1,1726.1333333333334
KIDS FILLER - DANIEL TIGER FIRSTS - GO POTTY,Filler,1,1769.0
JOHNNY CASH: WE WALK THE LINE 2603JOCW1 PRETAPED BREAK 1,Filler,1,519.9666666666667
60S AND 70S SOUL CELEBRATION (MY MU #000$ 7YN [TVG] pt02,Program,1,990.6
JOHNNY CASH: WE WALK THE LINE 2603JOCW3 PRETAPED BREAK 3,Filler,1,519.9666666666667
KID FILLER - SCIENCE U - GUIDED OBSERVATION FIL1542 #415,Filler,1,3569.0
KIDS FILLER - COMMUNITY CIVICS SIZZLE,Filler,1,1769.0
KIDS FILLER - CURIOUS ABOUT - TANG SOO DO MA FIL1094 MARTIAL ARTS,Filler,1,119.96666666666668
KIDS FILLER - DONKEY HODIE BEDTIME STORIES,Filler,1,1769.0
KIDS FILLER - MATH INITIATIVE 2026 SIZZLE,Filler,1,3569.0
KIDS FILLER - LOADING ZONE - COMPASSES,Filler,1,3567.0
KIDS FILLER - LOADING ZONE - DENTISTS,Filler,1,3567.0
KIDS FILLER - LOADING ZONE - OCEAN CLEANUP TE,Filler,1,3568.0
KIDS FILLER - LOADING ZONE - SMOKE DETECTORS,Filler,1,3567.0
KIDS FILLER - LOADING ZONE - STARS,Filler,1,3569.0
KIDS FILLER - LOADING ZONE - VOLCANOES,Filler,1,3569.0
JOHNNY CASH: WE WALK THE LINE #000( 7YN [TVG] pt04,Program,1,3497.0
JOHNNY CASH: WE WALK THE LINE #000( 7YN [TVG] pt03,Program,1,1112.3333333333333
JOHNNY CASH: WE WALK THE LINE #000( 7YN [TVG] pt02,Program,1,1088.8333333333333
JOHNNY CASH: WE WALK THE LINE #000( 7YN [TVG] pt01,Program,1,1540.4
J SCHWANKE S LIFE IN BLOOM #205H 7YN TRADITIONAL JAPANESE FLOWER ARTS [TVG],Program,1,1546.1333333333334
IU SCHOOL OF EDUCATION - FUTURE,Other,1,840.0
INDIANA WEEK IN REVIEW #3828H 7YN,Program,1,1606.0
INDIANA LAWMAKERS #4509H 7YN,Program,1,1726.0
HD ID - NOVA,ID,1,629.0
HD ID - JOURNEY INDIANA 1,ID,1,387.0
HAPPY YOGA WITH SARAH STARR #603H 7YN RED ROCK SUNSET [TVG],Program,1,1606.1
HAPPY YOGA WITH SARAH STARR #602H 7YN FIERY OCEAN SUNSET [TVG],Program,1,1606.1
GROWING A GREENER WORLD #1211H 7YN HOPE FOR HEROES: THE FARMER VETERAN [TVG],Program,1,1606.0
GARDEN SMART #8007H 7YN PLANTING AND MAINTAINING A GARDEN [TVG],Program,1,1655.6666666666667
FRESH QUILTING #310H 7YN THEORY [TVG],Program,1,1680.2333333333331
FORSYTES: AN INSIDE LOOK #000$ 7YN pt05,Program,1,2601.0
FORSYTES: AN INSIDE LOOK #000$ 7YN pt04,Program,1,674.0
KIDS FILLER - LYLA TESTIMONIAL FIL1602 LYLA AND STUS HAIRDO GAMES - MOMS,Filler,1,60.0
KIDS FILLER - PBS KIDS ROCKS - GET UP AND GO FIL1462 THEY MIGHT BE GIANTS,Filler,1,60.0
DANIEL TIGER S NEIGHBORHOOD #204H 7YD PLAYTIME IS DIFFERENT/THE PLAYGROUN [TVY],Program,1,1726.1333333333334
LYLA IN THE LOOP #116H 7YD FINDING A NEW FRIEND/LYLA BUGS OUT [TVY],Program,1,1726.0
LUMBER JOKES FILLERS - PINEAPPLES,Filler,1,1921.0
LUMBER JOKES FILLERS - POOL,Filler,1,1823.0
LYLA IN THE LOOP #103 7YD EVERY SAND-WHICH WAY/GROWING UP [TVY],Program,1,1726.0
LYLA IN THE LOOP #103H 7YD EVERY SAND-WHICH WAY/GROWING UP [TVY],Program,1,1725.9666666666667
LYLA IN THE LOOP #112H 7YD THE FOUR LITTLE PIGS AND BRUCEY/HAN [TVY],Program,1,1726.0
LYLA IN THE LOOP #113H 7YD SANITATION SITUATION/STU RIDES THE [TVY],Program,1,1726.0
LYLA IN THE LOOP #135 7YD STU NEEDS A BATH/CALLALOOPS [TVY],Program,1,1726.0
KIDS FILLER - PBS KIDS ROCKS - GRAVITY FIL1467 THE WEEPIES,Filler,1,60.0
LYLA IN THE LOOP #135H 7YD STU NEEDS A BATH/CALLALOOPS [TVY],Program,1,1726.0
MARGARET: THE REBEL PRINCESS #101 7YN PART ONE [TVPG],Program,1,3270.0
MARGARET: THE REBEL PRINCESS #102 7YN PART TWO [TV14],Program,1,3239.0
MISTER ROGERS NEIGHBORHOOD #1482H 7NN MISTER ROGERS VISITS AN ART MUSEUM [TVY],Program,1,1740.0
MISTER ROGERS NEIGHBORHOOD #1483H 7NN BIG BIRD COMES TO CALL/FEELINGS ABO [TVY],Program,1,1740.0
MOLLY OF DENALI #109H 7YD THE WORM TURNS/LITTLE DOG LOST [TVY],Program,1,1726.0666666666666
LUMBER JOKES FILLERS - KNOTTY,Filler,1,1939.0
LUMBER JOKES FILLERS - HEADBANGER,Filler,1,1934.0
LUMBER JOKES FILLERS - BIG,Filler,1,1809.0
LUMBER JOKES FILLERS - BANK,Filler,1,2118.0
LIDIA S KITCHEN #1106H 7YN SOMETHING FOR EVERYONE [TVG],Program,1,1605.9333333333334
LA FRONTERA WITH PATI JINICH #201H 7YN FRONTERIZOS OF THE GOLDEN COAST [TVPG],Program,1,3412.0
KIDS FILLER-CURIOUS ABOUT CAREERS-AIR BALLON FIL1331 800,Filler,1,60.0
KIDS FILLER -CURIOUS ABOUT CAREERS - PACKAGIN FIL1516 ENGINEER,Filler,1,3569.0
KIDS FILLER - TIME TRAVEL - DO-OVER,Filler,1,1767.0
KIDS FILLER - TESTIMONIAL STORIES - CLAUDIA & FIL1046 SPANISH WITH ENGLISH SUBTITLES,Filler,1,60.0
KIDS FILLER - PIPS TIPS - WHAT IS A RAINBOW FIL1520 #176,Filler,1,3569.0
KIDS FILLER - PIPS TIPS - SCREEN TIME FIL1500 #181,Filler,1,3569.0
KIDS FILLER - PIPS TIPS - POLLINATORS - SPR/S FIL1519 #180,Filler,1,3569.0
KIDS FILLER - PIPS TIPS - HUMMINGBIRDS FIL1497 #179,Filler,1,3569.0
KIDS FILLER - PBS KIDS TRADITIONS SIZZLE FIL1701 2025,Filler,1,1800.0
KIDS FILLER - PBS KIDS ROCKS - MATH IS EVERYW FIL1464 OZOMATLI,Filler,1,60.0
KIDS FILLER - PBS KIDS ROCKS - MATH DETECTIVE FIL1466 OZOMATLI,Filler,1,60.0
FORSYTES: AN INSIDE LOOK #000$ 7YN pt03,Program,1,1018.9666666666668
FORSYTES: AN INSIDE LOOK #000$ 7YN pt02,Program,1,605.0
FORSYTES: AN INSIDE LOOK #000$ 7YN pt01,Program,1,1106.4666666666667
FILLER - CORPORATE DEVELOPMENT - COMMITMENT,Filler,1,60.13333333333333
EPIC TRAIN JOURNEYS FROM ABOVE #101$ 7YN THE GLACIER EXPRESS [TVG] pt03,Program,1,800.0
FI - PARENT TESTIMONIALS - CARSON,Filler,1,1801.0
FI - PARENT TESTIMONIALS - CRUZ FAMILY,Filler,1,1800.0
FI - PARENT TESTIMONIALS - WALTERS FAMILY,Filler,1,1800.0
"FILLER - ALWAYS ON SPRING - DRAMA, PASSPORT FIL1878 MASTERPIECE",Filler,1,900.0
FILLER - AMY O. - MUSIC FUNDING,Filler,1,3269.0
FILLER - CRAFT IN AMERICA - DEMOCRACY FIL1265 SAMMY LITTLE - CALLIGRAPHER IN DC,Filler,1,186.1
FONS & PORTER S LOVE OF QUILTING #4204H 7YN QUILTED POSTCARD SWAP [TVG],Program,1,1679.9333333333334
FILLER - CRAFT IN AMERICA - SERVICE FIL915 ARMY ARTS AND CRAFTS - WORKING WITH THEIR HAN,Filler,1,159.0
FILLER - DRAMA SIZZLE - 2025,Filler,1,60.0
FILLER - GEENA DAVIS PBS KIDS VALUE SPOT,Filler,1,1800.0
FILLER - HISTORY SIZZLE - 2025,Filler,1,60.0
FILLER - HOOPER 065 COWBOYS,Filler,1,3559.0
FILLER - JOSEPH ROSENDO STEPPIN OUT FIL1531 ICELAND - SUMMER SOLSTICE AND EPIC NATURE,Filler,1,119.96666666666668
EPIC TRAIN JOURNEYS FROM ABOVE #101$ 7YN THE GLACIER EXPRESS [TVG] pt02,Program,1,724.0333333333333
EPIC TRAIN JOURNEYS FROM ABOVE #101$ 7YN THE GLACIER EXPRESS [TVG] pt01,Program,1,2650.4333333333334
DR LISA BAKER - 2010,Other,1,840.0
DOWNTON ABBEY SEASON 1 ON MASTERPI #4102$ 7YN DOWNTON ABBEY - PART 2 [TVPG] pt07,Program,1,101.3
DOWNTON ABBEY SEASON 1 ON MASTERPI #4102$ 7YN DOWNTON ABBEY - PART 2 [TVPG] pt06,Program,1,598.9666666666667
DOWNTON ABBEY SEASON 1 ON MASTERPI #4102$ 7YN DOWNTON ABBEY - PART 2 [TVPG] pt05,Program,1,1009.0
DOWNTON ABBEY SEASON 1 ON MASTERPI #4102$ 7YN DOWNTON ABBEY - PART 2 [TVPG] pt04,Program,1,602.9333333333333
DOWNTON ABBEY SEASON 1 ON MASTERPI #4102$ 7YN DOWNTON ABBEY - PART 2 [TVPG] pt03,Program,1,2176.0
DOWNTON ABBEY SEASON 1 ON MASTERPI #4102$ 7YN DOWNTON ABBEY - PART 2 [TVPG] pt02,Program,1,603.0
DOWNTON ABBEY SEASON 1 ON MASTERPI #4102$ 7YN DOWNTON ABBEY - PART 2 [TVPG] pt01,Program,1,1698.9333333333334
DONKEY HODIE #301 7YD ROCK AND ROLL FEELINGS DETECTIVES/S [TVY],Program,1,1726.0
"DONKEY HODIE #138 7YD ME, MYSELF, AND DONKEY/FASHION DONK [TVY]",Program,1,1726.0
DONKEY HODIE #114 7YD THE COW AND POTATO BUG OPERA/EVERYT [TVY],Program,1,1726.0
DONKEY HODIE #113 7YD ROYAL SANDCASTLE BUILDERS/BOBSKI BO [TVY],Program,1,1726.0
DONKEY HODIE #111 7YD SPOOKY SHADOW SWAMP/HIDDEN ORCHESTR [TVY],Program,1,1726.0
DANIEL TIGER S NEIGHBORHOOD #713 7YD DANIEL FINDS OUT WHAT S FAIR/O FIND [TVY],Program,1,1726.0
DANIEL TIGER S NEIGHBORHOOD #712 7YD DANIEL HELPS TEDDY/MISS ELAINA IS B [TVY],Program,1,1726.0
FILLER - JOURNEY IND - AMISH COUNTRY POPCORN,Filler,1,3569.0
"FILLER - JOURNEY IND - ART OF THE ANCESTORS FIL1786 CONNECTING W/MEXICAN TRAD, EMILY GUERRERO HEA",Filler,1,3569.0
"FILLER - JOURNEY IND - GARY, 1ST BLACK MAYOR FIL1799 RICHARD HATCHER, 1ST BLACK MAYOR IN A MAJOR C",Filler,1,3569.0
FILLER - RICK STEVES ART BITES #156 - PIETER FIL1355 PIETER BRUEGHEL & THE ELDER FOR A SLICE OF FL,Filler,1,134.86666666666667
FIT 2 STITCH #1307H 7YN EASY SERGER PROJECTS [TVG],Program,1,1606.0
FINDING YOUR ROOTS #1208 7YN ARTISTIC ROOTS [TVPG],Program,1,3406.0
"FILLER -RICK STEVES TRAVEL BITES-LYON, FR - FIL1123 LYON FRANCE: SILK DISTRICT",Filler,1,117.53333333333332
"FILLER -RICK STEVES TRAVEL BITES -DOLOMITES, FIL1139 ITALY: REIFENSTEIN CASTLE",Filler,1,218.86666666666667
FILLER -RICK STEVES TRAVEL BITES - WHY TRAVE FIL1132 WHY WE TRAVEL: SAVOR THE EXPERIENCE,Filler,1,164.26666666666668
FILLER - WTIU NEWS TESTIMONIAL - LUCINDA LARN FIL1553 INTERN FOR NEWS DEPARTMENT,Filler,1,60.0
FILLER - TESTIMONIAL- LINDA/STEVEN RAINES - S FIL1857 LOCAL STORY TELLING,Filler,1,600.0
FILLER - TESTIMONIAL LOCAL - HINAKO BARNES FIL1577 LOCAL STORYTELLING,Filler,1,560.0
FILLER - TESTIMONIAL LOCAL - HINAKO BARNES FIL1569 STUDENT INTERN IN DOCUMENTARY UNIT,Filler,1,60.0
FILLER - TESTIMONIAL LOCAL - CALI LICHTER FIL1574 PUBLIC INTEREST,Filler,1,610.0
FILLER - TESTIMONIAL LOCAL - CALI LICHTER FIL1571 STUDENT INTERNSHIP IN NEWSROOM,Filler,1,60.0
FILLER - TESTIMONIAL LOCAL - AIDEN DENEHIE FIL1582 QUALITY ARTS PROGRAMMING,Filler,1,600.0
FILLER - RICK STEVES EURO TRAV - ANCIENT SCO UPDATED 9/26/23 FIL215 STONE CIRCLES AND A CRANNOG,Filler,1,172.36666666666667
FILLER - RICK STEVES EURO TR - PORTO PORTUGA UPDATED 9/26/23 FIL232 SECOND CITY AND HOME OF PORT WINE,Filler,1,323.3666666666667
FILLER - RICK STEVES ART BITES #111 - PREHIST FIL1351 TOMBS AND NECROPOLI IN IRELAND AND ORKNEY,Filler,1,328.96666666666664
FILLER - JOURNEY INDIANA - STILL HERE FIL1281 ROSS & SQUIBB DISTILLERY,Filler,1,3567.0
FILLER - PLANNED GIVING - SHEILA & LARRY FIL631 THEY HAVE TRAVELED THE WORLD,Filler,1,3569.0
FILLER - PLANNED GIVING - LEE ANN FIL629 TEACHES GRANDDAUGHTER ABOUT LOVE OF NATURE,Filler,1,3569.0
FILLER - PEGGY AND ZARG INTERSTITIAL SEASON 2,Filler,1,2309.0
FILLER - PBS PASSPORT PLEDGE - NEW YOU,Filler,1,1800.0
FILLER - PBS KIDS EARLY EDUCATOR - MALLORY,Filler,1,3569.0
FILLER - MEMBERSHIP VALUE SPOT - ANNE RYDER,Filler,1,1800.0
FILLER - MEMBERSHIP -SUSTAINER UPGRADE - W/ A,Filler,1,1769.0
FILLER - MEMBERSHIP - CREDIT CARD UPDATE W/ A,Filler,1,1769.0
FILLER - LOCAL TESTIMONIAL - STEVE/LINDA RAIN FIL1868 MAINLY ABOUT CHILDHOOD EDUCATION,Filler,1,60.0
FILLER - LOCAL TESTIMONIAL - STEVE/LINDA RAIN FIL1867 ABOUT ADULT EDUCATION,Filler,1,1800.0
FILLER - LOCAL TESTIMONIAL - BARBARA FROM PLA,Filler,1,1800.0
FILLER - JOURNEY INDIANA - WOODEN WONDERS FIL931 CENTRAL INDIANA WOODWORKERS,Filler,1,229.0
"FILLER - JOURNEY INDIANA - WEST BADEN WONDER ORANGE COUNTY FIL1744 S7E11, 8TH WONDER OF THE WORLD",Filler,1,275.1333333333333
"FILLER - JOURNEY INDIANA - TOP OF THE POPS FIL1713 S7E3, AMISH COUNTRY POPCORN #1 PRODUCER IN IN",Filler,1,221.9333333333333
YOGA IN PRACTICE #205H 7YN FINDING YOUR CENTER [TVG],Program,1,1606.1
